[setup] CRUJRA climate from data/crujra/, GPP from global_baseline_modelC_inputs_1997-2016.nc ...
[setup] loading GFED5 reference from burntArea.nc ...
[setup] land cells (GFED5 burnable): 13916 / 64800 (21.5%)
[setup] GFED5 land-mean monthly frac: 0.005068
[opt] warm-start from C.json
[warm] Overall=0.5988  bias=0.6792 rmse=0.3680 seas=0.8286 spatial=0.7500
[opt] sampler=NSGAIISampler seed=42
[32m[I 2026-07-18 18:48:03,433][0m A new study created in memory with name: no-name-b46206f1-31c2-4212-9fbc-3cf577d4654c[0m
[opt] running 2500 trials against GFED5 ...
[32m[I 2026-07-18 18:48:03,886][0m Trial 0 finished with values: [-0.7246857154436261, 0.053725735164132815] and parameters: {'k1': 0.03635503353478365, 'D_low': 70.18267183720735, 'k2': 0.012758211164590085, 'D_high': 2940.51756322311, 'fire_exp': 1.165368636520435, 'P_half': 12.808863354047988, 'pre_dampen_half': 107.40052367919465, 'gpp_af': 0.1476584299248268, 'gpp_b': 0.0005752434266899163, 'gpp_d': 660.9129108295722, 'ign_k': 8.708806168038567, 'ign_c': 20.03995359361212, 'trop_agb_crit': 3.5747129226002423, 'trop_k_veg': 6.9782110227926815}.[0m
[32m[I 2026-07-18 18:56:46,591][0m Trial 1103 finished with values: [-0.5952839345645733, 0.024233426272253222] and parameters: {'k1': 0.01889771394135163, 'D_low': 70.18267183720735, 'k2': 0.032845299795769396, 'D_high': 2940.51756322311, 'fire_exp': 1.6733848721157607, 'P_half': 9.324787201197319, 'pre_dampen_half': 107.40052367919465, 'gpp_af': 0.017115686479965763, 'gpp_b': 0.0005752434266899163, 'gpp_d': 64.20268021730274, 'ign_k': 7.437725385707935, 'ign_c': 20.03995359361212, 'trop_agb_crit': 3.5747129226002423, 'trop_k_veg': 6.9782110227926815}.[0m
[32m[I 2026-07-18 18:56:47,074][0m Trial 1104 finished with values: [-0.0002657878959442007, 5.2377134307501905e-06] and parameters: {'k1': 0.041833856821460395, 'D_low': 7.299348683062307, 'k2': 0.032845299795769396, 'D_high': 1236.6924205139144, 'fire_exp': 8.456250107826923, 'P_half': 220.3445560633069, 'pre_dampen_half': 241.6951931920675, 'gpp_af': 0.10409127568994281, 'gpp_b': 0.00431329787498825, 'gpp_d': 8.057329182285729, 'ign_k': 5.351470428717439, 'ign_c': 29.690870944846793, 'trop_agb_crit': 2.2212365258224223, 'trop_k_veg': 4.4644194212034}.[0m
[32m[I 2026-07-18 18:56:47,557][0m Trial 1105 finished with values: [-0.01584266787009073, 0.0003505423253433726] and parameters: {'k1': 0.01889771394135163, 'D_low': 1.9977959434035766, 'k2': 0.026471946255259393, 'D_high': 2940.51756322311, 'fire_exp': 1.6733848721157607, 'P_half': 221.2683656611821, 'pre_dampen_half': 0.5682966065442919, 'gpp_af': 0.001111693990724459, 'gpp_b': 0.0005744663972188569, 'gpp_d': 150.14555442537656, 'ign_k': 0.48986208235548445, 'ign_c': 15.221840161091619, 'trop_agb_crit': 1.331177446539379, 'trop_k_veg': 3.49157152291552}.[0m
[32m[I 2026-07-18 18:56:48,044][0m Trial 1106 finished with values: [-2.0000000000000005e-60, 0.0] and parameters: {'k1': 0.01889771394135163, 'D_low': 7.299348683062307, 'k2': 0.032845299795769396, 'D_high': 2940.51756322311, 'fire_exp': 1.6733848721157607, 'P_half': 315.2494048956088, 'pre_dampen_half': 241.6951931920675, 'gpp_af': 0.3938210761039573, 'gpp_b': 0.0005752434266899163, 'gpp_d': 660.9129108295722, 'ign_k': 0.6024590664672947, 'ign_c': 80.50945012618064, 'trop_agb_crit': 1.0903028125370984, 'trop_k_veg': 3.49157152291552}.[0m
[32m[I 2026-07-18 18:56:48,522][0m Trial 1107 finished with values: [-6.751864335486682e-08, 5.697687613936964e-07] and parameters: {'k1': 0.0699458988153545, 'D_low': 70.18267183720735, 'k2': 0.032845299795769396, 'D_high': 2940.51756322311, 'fire_exp': 9.813184209754047, 'P_half': 12.808863354047988, 'pre_dampen_half': 0.1875872314533727, 'gpp_af': 0.2901272149738624, 'gpp_b': 0.006906522645653115, 'gpp_d': 757.2868182332339, 'ign_k': 0.002492943285150883, 'ign_c': 20.03995359361212, 'trop_agb_crit': 1.331177446539379, 'trop_k_veg': 6.092557528471241}.[0m
[32m[I 2026-07-18 18:56:49,040][0m Trial 1108 finished with values: [-4.829550902603743e-10, 0.0] and parameters: {'k1': 0.0699458988153545, 'D_low': 40.36242615331332, 'k2': 0.0002952145029390025, 'D_high': 18.736533225205818, 'fire_exp': 6.234638880169447, 'P_half': 221.2683656611821, 'pre_dampen_half': 0.010585220389440335, 'gpp_af': 0.27997858752477867, 'gpp_b': 0.006906522645653115, 'gpp_d': 660.9129108295722, 'ign_k': 5.595401979134829, 'ign_c': 30.28574109895626, 'trop_agb_crit': 1.331177446539379, 'trop_k_veg': 6.9782110227926815}.[0m
[32m[I 2026-07-18 18:56:49,531][0m Trial 1109 finished with values: [-0.01798545575819958, 0.0002891939590560222] and parameters: {'k1': 0.07799059237255677, 'D_low': 7.46475488144212, 'k2': 0.032845299795769396, 'D_high': 3712.591045287733, 'fire_exp': 1.450870712623418, 'P_half': 97.0660675687761, 'pre_dampen_half': 0.03751320096826995, 'gpp_af': 0.1476584299248268, 'gpp_b': 0.01666658176842624, 'gpp_d': 64.20268021730274, 'ign_k': 8.708806168038567, 'ign_c': 20.03995359361212, 'trop_agb_crit': 1.7708319837489073, 'trop_k_veg': 6.9782110227926815}.[0m
[32m[I 2026-07-18 18:56:49,993][0m Trial 1110 finished with values: [-0.0007101091951780171, 1.1654370141056525e-05] and parameters: {'k1': 0.041833856821460395, 'D_low': 7.299348683062307, 'k2': 0.032845299795769396, 'D_high': 1236.6924205139144, 'fire_exp': 6.310604585713589, 'P_half': 220.3445560633069, 'pre_dampen_half': 241.6951931920675, 'gpp_af': 0.10409127568994281, 'gpp_b': 0.00431329787498825, 'gpp_d': 8.057329182285729, 'ign_k': 5.351470428717439, 'ign_c': 29.690870944846793, 'trop_agb_crit': 2.2212365258224223, 'trop_k_veg': 4.4644194212034}.[0m
[32m[I 2026-07-18 18:56:50,454][0m Trial 1111 finished with values: [-2.6274178686690005e-09, 0.0] and parameters: {'k1': 6.548510655446336e-05, 'D_low': 1.3577269394141454, 'k2': 0.032845299795769396, 'D_high': 1236.6924205139144, 'fire_exp': 6.234638880169447, 'P_half': 221.2683656611821, 'pre_dampen_half': 0.010585220389440335, 'gpp_af': 0.10409127568994281, 'gpp_b': 0.006906522645653115, 'gpp_d': 5.962449950039699, 'ign_k': 5.595401979134829, 'ign_c': 29.690870944846793, 'trop_agb_crit': 2.2212365258224223, 'trop_k_veg': 4.4644194212034}.[0m
[32m[I 2026-07-18 18:56:50,922][0m Trial 1112 finished with values: [-0.4243271152004077, 0.09996829610328273] and parameters: {'k1': 0.041833856821460395, 'D_low': 6.96063331852638, 'k2': 0.026471946255259393, 'D_high': 3712.591045287733, 'fire_exp': 1.0629462657398439, 'P_half': 310.3604223881657, 'pre_dampen_half': 46.27607115144255, 'gpp_af': 0.1476584299248268, 'gpp_b': 0.04964925104247942, 'gpp_d': 150.14555442537656, 'ign_k': 0.48986208235548445, 'ign_c': 15.221840161091619, 'trop_agb_crit': 24.584290528289387, 'trop_k_veg': 0.6743482387129308}.[0m
[32m[I 2026-07-18 18:56:51,386][0m Trial 1113 finished with values: [-0.017453303618045694, 0.0004427626091976222] and parameters: {'k1': 0.041833856821460395, 'D_low': 6.96063331852638, 'k2': 0.032845299795769396, 'D_high': 3712.591045287733, 'fire_exp': 1.0629462657398439, 'P_half': 221.2683656611821, 'pre_dampen_half': 0.03751320096826995, 'gpp_af': 0.01719951378854337, 'gpp_b': 0.0021331409710300844, 'gpp_d': 21.14381609520636, 'ign_k': 1.0484531351650956, 'ign_c': 20.03995359361212, 'trop_agb_crit': 2.1861040860339416, 'trop_k_veg': 0.902411054575325}.[0m
[32m[I 2026-07-18 18:56:51,844][0m Trial 1114 finished with values: [-2.0149911404182742e-09, 1.8451708383437904e-08] and parameters: {'k1': 0.01889771394135163, 'D_low': 1.3577269394141454, 'k2': 0.0002952145029390025, 'D_high': 18.736533225205818, 'fire_exp': 6.234638880169447, 'P_half': 221.2683656611821, 'pre_dampen_half': 0.08712116476450107, 'gpp_af': 0.27997858752477867, 'gpp_b': 0.0005752434266899163, 'gpp_d': 64.20268021730274, 'ign_k': 5.595401979134829, 'ign_c': 30.28574109895626, 'trop_agb_crit': 1.331177446539379, 'trop_k_veg': 6.9782110227926815}.[0m
  trial 1115/2500  pareto_size=51  best_taylor=0.7247  best_ilamb=0.5954  (8.8 min)
[32m[I 2026-07-18 18:56:52,493][0m Trial 1115 finished with values: [-0.13383719819216236, 0.011033016402697604] and parameters: {'k1': 0.041833856821460395, 'D_low': 6.96063331852638, 'k2': 0.026471946255259393, 'D_high': 3712.591045287733, 'fire_exp': 1.0629462657398439, 'P_half': 310.3604223881657, 'pre_dampen_half': 0.5682966065442919, 'gpp_af': 0.7539992074650282, 'gpp_b': 0.0021331409710300844, 'gpp_d': 21.14381609520636, 'ign_k': 1.0484531351650956, 'ign_c': 15.221840161091619, 'trop_agb_crit': 24.584290528289387, 'trop_k_veg': 0.6743482387129308}.[0m
[32m[I 2026-07-18 18:56:52,953][0m Trial 1116 finished with values: [-0.4615239333929578, 0.1071481756502507] and parameters: {'k1': 0.041833856821460395, 'D_low': 70.18267183720735, 'k2': 0.032845299795769396, 'D_high': 3712.591045287733, 'fire_exp': 3.231633698316772, 'P_half': 12.808863354047988, 'pre_dampen_half': 107.40052367919465, 'gpp_af': 0.06002934191396867, 'gpp_b': 0.00431329787498825, 'gpp_d': 660.9129108295722, 'ign_k': 8.708806168038567, 'ign_c': 1.6051347487097574, 'trop_agb_crit': 2.012913102604422, 'trop_k_veg': 6.9782110227926815}.[0m
[32m[I 2026-07-18 18:56:53,407][0m Trial 1117 finished with values: [-0.04332098679478982, 0.000901029332379566] and parameters: {'k1': 0.01889771394135163, 'D_low': 70.18267183720735, 'k2': 0.032845299795769396, 'D_high': 2940.51756322311, 'fire_exp': 1.6733848721157607, 'P_half': 1.895375973243287, 'pre_dampen_half': 0.2888838362365318, 'gpp_af': 0.01719951378854337, 'gpp_b': 0.0005752434266899163, 'gpp_d': 21.14381609520636, 'ign_k': 0.6024590664672947, 'ign_c': 20.03995359361212, 'trop_agb_crit': 7.599113148200974, 'trop_k_veg': 6.9782110227926815}.[0m
[32m[I 2026-07-18 18:56:53,864][0m Trial 1118 finished with values: [-0.632282679758798, 0.11600274179791015] and parameters: {'k1': 0.004312951023617458, 'D_low': 1.9977959434035766, 'k2': 0.026471946255259393, 'D_high': 3712.591045287733, 'fire_exp': 1.0629462657398439, 'P_half': 9.324787201197319, 'pre_dampen_half': 107.40052367919465, 'gpp_af': 0.01719951378854337, 'gpp_b': 0.0021331409710300844, 'gpp_d': 660.9129108295722, 'ign_k': 1.0484531351650956, 'ign_c': 15.221840161091619, 'trop_agb_crit': 2.1861040860339416, 'trop_k_veg': 1.9358464828856794}.[0m
[32m[I 2026-07-18 18:56:54,320][0m Trial 1119 finished with values: [-0.7087263799666235, 0.05091993815064988] and parameters: {'k1': 0.01889771394135163, 'D_low': 70.18267183720735, 'k2': 0.026471946255259393, 'D_high': 3712.591045287733, 'fire_exp': 1.0629462657398439, 'P_half': 1.1069424888528068, 'pre_dampen_half': 107.40052367919465, 'gpp_af': 0.1476584299248268, 'gpp_b': 0.0021331409710300844, 'gpp_d': 150.14555442537656, 'ign_k': 5.351470428717439, 'ign_c': 20.03995359361212, 'trop_agb_crit': 1.331177446539379, 'trop_k_veg': 6.9782110227926815}.[0m
[32m[I 2026-07-18 18:56:54,777][0m Trial 1120 finished with values: [-7.657087168278185e-18, 0.0] and parameters: {'k1': 0.007530210437963516, 'D_low': 7.299348683062307, 'k2': 0.001362731161143793, 'D_high': 1662.6592254031873, 'fire_exp': 2.61565689708108, 'P_half': 234.09994646132157, 'pre_dampen_half': 0.010585220389440335, 'gpp_af': 0.001111693990724459, 'gpp_b': 0.13713885091300898, 'gpp_d': 660.9129108295722, 'ign_k': 8.708806168038567, 'ign_c': 29.690870944846793, 'trop_agb_crit': 1.0903028125370984, 'trop_k_veg': 0.6743482387129308}.[0m
[32m[I 2026-07-18 18:56:55,240][0m Trial 1121 finished with values: [-0.15146951755683288, 0.011752876291694192] and parameters: {'k1': 0.01889771394135163, 'D_low': 70.18267183720735, 'k2': 0.0007047307383115598, 'D_high': 45914.85216740541, 'fire_exp': 1.423480109671474, 'P_half': 221.2683656611821, 'pre_dampen_half': 3.3841016089580047, 'gpp_af': 0.001111693990724459, 'gpp_b': 1.598364670380439e-05, 'gpp_d': 0.23073846740741236, 'ign_k': 5.351470428717439, 'ign_c': 20.03995359361212, 'trop_agb_crit': 1.331177446539379, 'trop_k_veg': 6.9782110227926815}.[0m
[32m[I 2026-07-18 18:56:55,710][0m Trial 1122 finished with values: [-2.965282809569736e-05, 2.478185355037077e-06] and parameters: {'k1': 0.0002639600942396584, 'D_low': 7.299348683062307, 'k2': 0.013651083965650523, 'D_high': 8559.572793311803, 'fire_exp': 1.423480109671474, 'P_half': 712.8188058401365, 'pre_dampen_half': 0.03751320096826995, 'gpp_af': 0.27997858752477867, 'gpp_b': 0.01666658176842624, 'gpp_d': 660.9129108295722, 'ign_k': 2.396079612430075, 'ign_c': 29.690870944846793, 'trop_agb_crit': 1.6878075072665546, 'trop_k_veg': 6.9782110227926815}.[0m
[32m[I 2026-07-18 18:56:56,181][0m Trial 1123 finished with values: [-2.5489636193605094e-07, 1.6722179196904108e-12] and parameters: {'k1': 0.01889771394135163, 'D_low': 4.484744524732794, 'k2': 0.00035868164986275477, 'D_high': 7321.544340709298, 'fire_exp': 6.234638880169447, 'P_half': 323.6099399575106, 'pre_dampen_half': 0.0399066504395798, 'gpp_af': 0.008075914984851893, 'gpp_b': 0.0005744663972188569, 'gpp_d': 64.20268021730274, 'ign_k': 5.351470428717439, 'ign_c': 30.28574109895626, 'trop_agb_crit': 1.331177446539379, 'trop_k_veg': 2.144518162606203}.[0m
[32m[I 2026-07-18 18:56:56,663][0m Trial 1124 finished with values: [-0.12201372191517887, 0.010834252189096838] and parameters: {'k1': 0.01889771394135163, 'D_low': 70.18267183720735, 'k2': 0.026471946255259393, 'D_high': 3712.591045287733, 'fire_exp': 1.0629462657398439, 'P_half': 310.3604223881657, 'pre_dampen_half': 0.5682966065442919, 'gpp_af': 0.7539992074650282, 'gpp_b': 0.0005744663972188569, 'gpp_d': 21.14381609520636, 'ign_k': 5.351470428717439, 'ign_c': 20.03995359361212, 'trop_agb_crit': 24.584290528289387, 'trop_k_veg': 4.1676646713442125}.[0m
[32m[I 2026-07-18 18:56:57,136][0m Trial 1125 finished with values: [-3.7074106175869764e-05, 2.5045062160833353e-06] and parameters: {'k1': 0.0016478059113980209, 'D_low': 1.0493453785498237, 'k2': 0.0013219302264066773, 'D_high': 8559.572793311803, 'fire_exp': 1.423480109671474, 'P_half': 1106.5296106642575, 'pre_dampen_half': 0.03751320096826995, 'gpp_af': 0.27997858752477867, 'gpp_b': 0.01666658176842624, 'gpp_d': 660.9129108295722, 'ign_k': 5.351470428717439, 'ign_c': 29.690870944846793, 'trop_agb_crit': 1.1276106081812864, 'trop_k_veg': 0.902411054575325}.[0m
[32m[I 2026-07-18 18:56:57,779][0m Trial 1126 finished with values: [-0.6084062531548925, 0.03320471591489327] and parameters: {'k1': 0.01889771394135163, 'D_low': 70.18267183720735, 'k2': 0.009614686563869648, 'D_high': 2940.51756322311, 'fire_exp': 2.110249242835225, 'P_half': 6.455386366109263, 'pre_dampen_half': 107.40052367919465, 'gpp_af': 0.1476584299248268, 'gpp_b': 0.0005752434266899163, 'gpp_d': 660.9129108295722, 'ign_k': 8.708806168038567, 'ign_c': 20.03995359361212, 'trop_agb_crit': 3.5747129226002423, 'trop_k_veg': 6.9782110227926815}.[0m
[32m[I 2026-07-18 18:56:58,338][0m Trial 1127 finished with values: [-0.0014703033138878524, 0.00015718417326993084] and parameters: {'k1': 0.04541457206426161, 'D_low': 376.3717463557541, 'k2': 0.0005342937261279771, 'D_high': 8182.111518618414, 'fire_exp': 3.231633698316772, 'P_half': 64.13139914374976, 'pre_dampen_half': 0.03751320096826995, 'gpp_af': 0.1476584299248268, 'gpp_b': 0.01666658176842624, 'gpp_d': 660.9129108295722, 'ign_k': 1.0484531351650956, 'ign_c': 0.5342106255632174, 'trop_agb_crit': 1.331177446539379, 'trop_k_veg': 0.902411054575325}.[0m
[32m[I 2026-07-18 18:56:58,861][0m Trial 1128 finished with values: [-2.0000000000000005e-60, 0.0] and parameters: {'k1': 0.01889771394135163, 'D_low': 70.18267183720735, 'k2': 0.032845299795769396, 'D_high': 1236.6924205139144, 'fire_exp': 1.6733848721157607, 'P_half': 221.2683656611821, 'pre_dampen_half': 107.40052367919465, 'gpp_af': 0.01719951378854337, 'gpp_b': 0.0005752434266899163, 'gpp_d': 8.057329182285729, 'ign_k': 8.708806168038567, 'ign_c': 679.6634575348644, 'trop_agb_crit': 2.2212365258224223, 'trop_k_veg': 6.9782110227926815}.[0m
[32m[I 2026-07-18 18:56:59,370][0m Trial 1129 finished with values: [-3.0115991673278523e-06, 6.969660737432548e-09] and parameters: {'k1': 0.0699458988153545, 'D_low': 7.46475488144212, 'k2': 0.0002963213920402737, 'D_high': 60107.420288647445, 'fire_exp': 3.231633698316772, 'P_half': 323.6099399575106, 'pre_dampen_half': 0.03751320096826995, 'gpp_af': 0.008075914984851893, 'gpp_b': 0.0005744663972188569, 'gpp_d': 660.9129108295722, 'ign_k': 1.0484531351650956, 'ign_c': 30.28574109895626, 'trop_agb_crit': 1.7708319837489073, 'trop_k_veg': 2.144518162606203}.[0m
[32m[I 2026-07-18 18:56:59,864][0m Trial 1130 finished with values: [-0.16028285041927298, 0.15921011321605805] and parameters: {'k1': 0.041833856821460395, 'D_low': 7.299348683062307, 'k2': 0.032845299795769396, 'D_high': 3712.591045287733, 'fire_exp': 1.6733848721157607, 'P_half': 220.3445560633069, 'pre_dampen_half': 241.6951931920675, 'gpp_af': 0.10409127568994281, 'gpp_b': 0.0009153552948098625, 'gpp_d': 8.057329182285729, 'ign_k': 0.003940507889165403, 'ign_c': 20.03995359361212, 'trop_agb_crit': 2.2212365258224223, 'trop_k_veg': 0.6743482387129308}.[0m
[32m[I 2026-07-18 18:57:00,343][0m Trial 1131 finished with values: [-0.01304142235412429, 0.00030190640383531697] and parameters: {'k1': 0.007530210437963516, 'D_low': 16.68848304978238, 'k2': 0.032107245391642135, 'D_high': 96680.15778295342, 'fire_exp': 1.6733848721157607, 'P_half': 310.3604223881657, 'pre_dampen_half': 0.18247572627389952, 'gpp_af': 0.004847842800403607, 'gpp_b': 0.0005744663972188569, 'gpp_d': 8.057329182285729, 'ign_k': 5.351470428717439, 'ign_c': 20.03995359361212, 'trop_agb_crit': 1.6878075072665546, 'trop_k_veg': 4.4644194212034}.[0m
[32m[I 2026-07-18 18:57:00,826][0m Trial 1132 finished with values: [-1.220321241161248e-06, 1.8971507393050757e-05] and parameters: {'k1': 0.041833856821460395, 'D_low': 1.3577269394141454, 'k2': 0.032845299795769396, 'D_high': 18.736533225205818, 'fire_exp': 1.0629462657398439, 'P_half': 221.2683656611821, 'pre_dampen_half': 0.010585220389440335, 'gpp_af': 0.01719951378854337, 'gpp_b': 0.0021331409710300844, 'gpp_d': 660.9129108295722, 'ign_k': 5.595401979134829, 'ign_c': 2.9732958317875804, 'trop_agb_crit': 2.1861040860339416, 'trop_k_veg': 0.6743482387129308}.[0m
[32m[I 2026-07-18 18:57:01,314][0m Trial 1133 finished with values: [-6.5529424042851346e-09, 5.409512837672992e-10] and parameters: {'k1': 0.041833856821460395, 'D_low': 7.299348683062307, 'k2': 0.032845299795769396, 'D_high': 622.9347004284257, 'fire_exp': 8.456250107826923, 'P_half': 220.3445560633069, 'pre_dampen_half': 0.5682966065442919, 'gpp_af': 0.10409127568994281, 'gpp_b': 0.00431329787498825, 'gpp_d': 8.057329182285729, 'ign_k': 5.351470428717439, 'ign_c': 29.690870944846793, 'trop_agb_crit': 2.1861040860339416, 'trop_k_veg': 0.6743482387129308}.[0m
[32m[I 2026-07-18 18:57:01,793][0m Trial 1134 finished with values: [-0.001598859697242363, 0.00012320431228163287] and parameters: {'k1': 0.041833856821460395, 'D_low': 1.3577269394141454, 'k2': 0.0012040762895973265, 'D_high': 1236.6924205139144, 'fire_exp': 2.61565689708108, 'P_half': 220.3445560633069, 'pre_dampen_half': 241.6951931920675, 'gpp_af': 0.7539992074650282, 'gpp_b': 0.00431329787498825, 'gpp_d': 8.057329182285729, 'ign_k': 5.351470428717439, 'ign_c': 29.690870944846793, 'trop_agb_crit': 1.0903028125370984, 'trop_k_veg': 4.4644194212034}.[0m
[32m[I 2026-07-18 18:57:02,268][0m Trial 1135 finished with values: [-2.0000000000000005e-60, 0.0] and parameters: {'k1': 0.007530210437963516, 'D_low': 7.299348683062307, 'k2': 0.032845299795769396, 'D_high': 8559.572793311803, 'fire_exp': 1.6733848721157607, 'P_half': 9.324787201197319, 'pre_dampen_half': 40.77131237195129, 'gpp_af': 0.004847842800403607, 'gpp_b': 0.0005752434266899163, 'gpp_d': 64.20268021730274, 'ign_k': 5.351470428717439, 'ign_c': 350.57675907956246, 'trop_agb_crit': 7.599113148200974, 'trop_k_veg': 6.9782110227926815}.[0m
[32m[I 2026-07-18 18:57:02,775][0m Trial 1136 finished with values: [-0.05205730145996954, 0.005933635339821941] and parameters: {'k1': 0.07799059237255677, 'D_low': 7.46475488144212, 'k2': 0.0005342937261279771, 'D_high': 8559.572793311803, 'fire_exp': 1.6733848721157607, 'P_half': 310.3604223881657, 'pre_dampen_half': 0.5682966065442919, 'gpp_af': 0.27997858752477867, 'gpp_b': 0.00012379625135997558, 'gpp_d': 660.9129108295722, 'ign_k': 5.351470428717439, 'ign_c': 23.5601112448067, 'trop_agb_crit': 2.1861040860339416, 'trop_k_veg': 6.9782110227926815}.[0m
[32m[I 2026-07-18 18:57:03,324][0m Trial 1137 finished with values: [-3.857453545429164e-06, 1.7832329690659066e-07] and parameters: {'k1': 0.007530210437963516, 'D_low': 4.484744524732794, 'k2': 0.0015553851774742168, 'D_high': 60107.420288647445, 'fire_exp': 1.6733848721157607, 'P_half': 712.8188058401365, 'pre_dampen_half': 0.0399066504395798, 'gpp_af': 0.008075914984851893, 'gpp_b': 0.00223436535646235, 'gpp_d': 64.20268021730274, 'ign_k': 5.351470428717439, 'ign_c': 30.28574109895626, 'trop_agb_crit': 1.331177446539379, 'trop_k_veg': 2.144518162606203}.[0m
[32m[I 2026-07-18 18:57:03,848][0m Trial 1138 finished with values: [-0.02079303315177713, 0.0006395486197285916] and parameters: {'k1': 0.04541457206426161, 'D_low': 6.96063331852638, 'k2': 0.005082220961627801, 'D_high': 3712.591045287733, 'fire_exp': 2.585960226157379, 'P_half': 310.3604223881657, 'pre_dampen_half': 0.5682966065442919, 'gpp_af': 0.01719951378854337, 'gpp_b': 0.00012379625135997558, 'gpp_d': 660.9129108295722, 'ign_k': 1.0484531351650956, 'ign_c': 15.221840161091619, 'trop_agb_crit': 2.1861040860339416, 'trop_k_veg': 0.6743482387129308}.[0m
[32m[I 2026-07-18 18:57:04,341][0m Trial 1139 finished with values: [-0.058695393916212854, 0.010195954198847335] and parameters: {'k1': 0.01889771394135163, 'D_low': 1.3577269394141454, 'k2': 0.0007047307383115598, 'D_high': 6059.999467262209, 'fire_exp': 1.423480109671474, 'P_half': 712.8188058401365, 'pre_dampen_half': 3.3841016089580047, 'gpp_af': 0.001111693990724459, 'gpp_b': 1.598364670380439e-05, 'gpp_d': 21.14381609520636, 'ign_k': 5.351470428717439, 'ign_c': 5.130551760589832, 'trop_agb_crit': 1.331177446539379, 'trop_k_veg': 0.6743482387129308}.[0m
[32m[I 2026-07-18 18:57:04,857][0m Trial 1140 finished with values: [-0.013358655174593064, 0.0005092049933201892] and parameters: {'k1': 0.011966626407443505, 'D_low': 70.18267183720735, 'k2': 0.032845299795769396, 'D_high': 1662.6592254031873, 'fire_exp': 2.61565689708108, 'P_half': 97.0660675687761, 'pre_dampen_half': 0.01037746597276956, 'gpp_af': 0.1476584299248268, 'gpp_b': 0.0005752434266899163, 'gpp_d': 64.20268021730274, 'ign_k': 5.351470428717439, 'ign_c': 20.03995359361212, 'trop_agb_crit': 1.0903028125370984, 'trop_k_veg': 0.6743482387129308}.[0m
[32m[I 2026-07-18 18:57:05,359][0m Trial 1141 finished with values: [-0.009397904952493537, 0.00023905197636775455] and parameters: {'k1': 0.07799059237255677, 'D_low': 376.3717463557541, 'k2': 0.0013219302264066773, 'D_high': 3712.591045287733, 'fire_exp': 3.231633698316772, 'P_half': 221.2683656611821, 'pre_dampen_half': 0.5682966065442919, 'gpp_af': 0.1476584299248268, 'gpp_b': 0.0005744663972188569, 'gpp_d': 660.9129108295722, 'ign_k': 1.0484531351650956, 'ign_c': 20.03995359361212, 'trop_agb_crit': 1.7708319837489073, 'trop_k_veg': 2.7863130345574474}.[0m
[32m[I 2026-07-18 18:57:05,865][0m Trial 1142 finished with values: [-0.1278142138113845, 0.010889096171248669] and parameters: {'k1': 0.041833856821460395, 'D_low': 6.96063331852638, 'k2': 0.026471946255259393, 'D_high': 3712.591045287733, 'fire_exp': 1.0629462657398439, 'P_half': 310.3604223881657, 'pre_dampen_half': 0.5682966065442919, 'gpp_af': 0.7539992074650282, 'gpp_b': 0.0021331409710300844, 'gpp_d': 21.14381609520636, 'ign_k': 0.48986208235548445, 'ign_c': 15.221840161091619, 'trop_agb_crit': 24.584290528289387, 'trop_k_veg': 0.6743482387129308}.[0m
[32m[I 2026-07-18 18:57:06,399][0m Trial 1143 finished with values: [-0.002707119198068944, 5.2156596276442535e-05] and parameters: {'k1': 0.0699458988153545, 'D_low': 7.299348683062307, 'k2': 0.032845299795769396, 'D_high': 2940.51756322311, 'fire_exp': 2.907328086166187, 'P_half': 323.6099399575106, 'pre_dampen_half': 0.2888838362365318, 'gpp_af': 0.01719951378854337, 'gpp_b': 0.0013581822883038843, 'gpp_d': 64.20268021730274, 'ign_k': 1.5024129734649205, 'ign_c': 20.03995359361212, 'trop_agb_crit': 1.331177446539379, 'trop_k_veg': 0.6743482387129308}.[0m
[32m[I 2026-07-18 18:57:06,888][0m Trial 1144 finished with values: [-0.00041920670373636886, 5.78084377647059e-05] and parameters: {'k1': 2.3548462628715368e-05, 'D_low': 7.46475488144212, 'k2': 0.032845299795769396, 'D_high': 2253.2483815366227, 'fire_exp': 1.6733848721157607, 'P_half': 712.8188058401365, 'pre_dampen_half': 107.40052367919465, 'gpp_af': 0.27997858752477867, 'gpp_b': 0.007688424240620812, 'gpp_d': 16.278996489926016, 'ign_k': 1.0484531351650956, 'ign_c': 29.690870944846793, 'trop_agb_crit': 1.6878075072665546, 'trop_k_veg': 0.6743482387129308}.[0m
[32m[I 2026-07-18 18:57:07,370][0m Trial 1145 finished with values: [-0.15089576031527033, 0.07848023535133863] and parameters: {'k1': 0.03635503353478365, 'D_low': 70.18267183720735, 'k2': 0.012758211164590085, 'D_high': 2940.51756322311, 'fire_exp': 2.110249242835225, 'P_half': 12.808863354047988, 'pre_dampen_half': 107.40052367919465, 'gpp_af': 0.1476584299248268, 'gpp_b': 0.0005752434266899163, 'gpp_d': 660.9129108295722, 'ign_k': 0.0018172487463735136, 'ign_c': 20.889841735420323, 'trop_agb_crit': 3.5747129226002423, 'trop_k_veg': 6.9782110227926815}.[0m
